search URL:,https://patents.google.com/?q=%28~patent%252fUS20180069262A1%29&q=%28~patent%252fUS11705576B2%29&q=%28~patent%252fUS11258057B2%29&q=%28~patent%252fCN110311168B%29&q=%28~patent%252fCN111344812B%29&q=%28~patent%252fCN111509222A%29&q=%28~patent%252fCN114122503A%29&q=%28~patent%252fGB2039864A%29&oq=%28~patent%252fCN111344812B%29+OR+%28~patent%252fUS11705576B2%29+OR+%28~patent%252fUS11258057B2%29+OR+%28~patent%252fUS20180069262A1%29+OR+%28~patent%252fCN110311168B%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-108777292-B,Anthracite modified selenium/citric acid composite positive electrode material and preparation method thereof ,三峡大学,"陶华超, 张育坤, 李金航, 杨学林",2018-05-23,2018-05-23,2021-05-18,2021-05-18,https://patents.google.com/patent/CN108777292B/en,https://patentimages.storage.googleapis.com/52/af/03/3ef4d0301dea31/180522181749.png
CN-108134049-B,"Negative electrode layer, preparation method thereof, lithium battery cell and lithium battery ",成都大超科技有限公司,张晓琨,2017-12-19,2017-12-19,2023-06-30,2023-06-30,https://patents.google.com/patent/CN108134049B/en,https://patentimages.storage.googleapis.com/c1/1c/00/8ab9a6d19209f7/HDA0001513758430000011.png
DE-102023101700-A1,COMPOSITE SEPARATOR AND ELECTROCHEMICAL CELL COMPRISING THE SAME ,GM Global Technology Operations LLC,"Yifan Zhao, Xingcheng Xiao",2022-08-26,2023-01-24,2024-02-29,,https://patents.google.com/patent/DE102023101700A1/en,https://patentimages.storage.googleapis.com/be/9a/19/6887a073160c65/DE102023101700A1_0006.png
JP-H06310145-A,Manufacture of nickel acid lithium for lithium secondary battery ,"Mitsui Mining & Smelting Co Ltd, 三井金属鉱業株式会社","Kazuhito Komatsu, 和仁 小松",1993-04-27,1993-04-27,1994-11-04,,https://patents.google.com/patent/JPH06310145A/en,
KR-20200107661-A,"Solid electrolyte for lithium secondary battery, method for preparing the same and lithium secondary battery including the solid electrolyte ",주식회사 엘지화학,"안지훈, 한동협, 채종현",2019-03-08,2019-03-08,2020-09-16,,https://patents.google.com/patent/KR20200107661A/en,https://patentimages.storage.googleapis.com/70/5f/2d/1837615e378b2f/pat00003.png
CN-106953071-A,The method for carrying out SPAN synthesis using constant sulfur content during the whole reaction time ,罗伯特·博世有限公司,"J.蒂伦, J.法努斯, M.滕策尔",2015-12-03,2016-12-02,2017-07-14,,https://patents.google.com/patent/CN106953071A/en,
CN-109437334-A,A kind of preparation method of high magnification nickel cobalt codope lithium manganate having spinel structure material ,云南民族大学,"郭俊明, 段玉珍, 白红丽, 向明武, 苏长伟, 刘晓芳, 段开娇",2018-10-31,2018-10-31,2019-03-08,,https://patents.google.com/patent/CN109437334A/en,
JP-H10324522-A,Production of lithium cobalt oxide particulate powder ,"Toda Kogyo Corp, 戸田工業株式会社","Tatsuya Nakamura, 龍哉 中村, Yoshiro Okuda, 嘉郎 奥田, Hideaki Sadamura, 英昭 貞村",1997-03-25,1998-03-24,1998-12-08,,https://patents.google.com/patent/JPH10324522A/en,
CN-117832412-A,Positive electrode material for solid electrolyte molten lithium metal battery ,江苏屹能新能源科技有限公司,"刘凯, 孙亮亮, 吴乐谋",2022-09-27,2022-09-27,2024-04-05,,https://patents.google.com/patent/CN117832412A/en,
CN-116014229-A,Oxide solid electrolyte and preparation method and application thereof ,"河北光兴半导体技术有限公司, 东旭科技集团有限公司","李亚迪, 胡恒广, 王立伟, 刘文渊, 刘泽文, 张广涛, 闫冬成, 郝艺",2023-03-27,2023-03-27,2023-04-25,,https://patents.google.com/patent/CN116014229A/en,
WO-2023120670-A1,"Positive electrode active material for secondary batteries, and secondary battery ",パナソニックＩｐマネジメント株式会社,"晋 張, 一成 池内, 光宏 日比野, 健祐 名倉",2021-12-24,2022-12-22,2023-06-29,,https://patents.google.com/patent/WO2023120670A1/en,https://patentimages.storage.googleapis.com/6b/98/07/a0cb26749860ea/JPOXMLDOC01-appb-D000002.png
KR-20240013696-A,"Solid electrolyte, manufacturing method thereof and all solid battery comprising the same ",주식회사 엘지화학,"민상혁, 손병국, 박창훈, 이승호, 김인규, 정하빈",2022-07-22,2023-07-21,2024-01-30,,https://patents.google.com/patent/KR20240013696A/en,
CA-3029907-A1,Rechargeable electrochemical lithium ion cell ,"Filippos Farmakis, Dimitrios TSIPLAKIDIS, Styliani BALOMENOU, Maria NESTORIDI, Konstantinos ELMASIDIS, Nikolaos GEORGOULAS, Democritus University Of Thrace, Centre For Research And Technology-Hellas (Certh), European Space Agency","Filippos Farmakis, Dimitrios TSIPLAKIDIS, Styliani BALOMENOU, Maria NESTORIDI, Konstantinos ELMASIDIS, Nikolaos GEORGOULAS",2016-07-05,2017-06-06,2018-01-11,,https://patents.google.com/patent/CA3029907A1/en,
JP-7439473-B2,"Positive electrode active material for lithium ion secondary batteries, manufacturing method thereof, and lithium ion secondary batteries ",住友金属鉱山株式会社,宰平 藤本,2018-11-28,2019-11-25,2024-02-28,2024-02-28,https://patents.google.com/patent/JP7439473B2/en,https://patentimages.storage.googleapis.com/c4/c6/eb/dba5185d57afd3/0007439473000003.png
CA-1067144-A,Anion conductive solid electrolytes and solid state battery systems ,"Charles C. Liang, Ashok V. Joshi, P.R. Mallory And Co. Inc.","Charles C. Liang, Ashok V. Joshi",1975-06-11,1976-05-11,1979-11-27,1979-11-27,https://patents.google.com/patent/CA1067144A/en,
KR-20240082908-A,"Cathode for Solid Lithium Battery, Lithium battery comprising solid state electrolyte, and Preparation method of solid state electrolyte ",삼성전자주식회사,"이동준, 정보경",2022-12-02,2022-12-02,2024-06-11,,https://patents.google.com/patent/KR20240082908A/en,https://patentimages.storage.googleapis.com/f3/1a/68/39bf3ba3fa20ab/pat00050.png
CN-110713186-B,Method for preparing amorphous silicon/carbon composite material ,浙江工业大学,"黄辉, 余佳阁, 甘永平, 张俊, 夏阳, 梁初, 张文魁, 卞飞翔",2019-08-26,2019-08-26,2023-03-14,2023-03-14,https://patents.google.com/patent/CN110713186B/en,https://patentimages.storage.googleapis.com/24/e6/d8/a67f40f773b2b2/HDA0002179710560000011.png
TW-202209733-A,"Positive electrode active material for lithium secondary batteries, method for producing same, and lithium secondary battery ",日商日本化學工業股份有限公司,菊池政博,2020-06-02,2021-05-27,2022-03-01,,https://patents.google.com/patent/TW202209733A/en,https://patentimages.storage.googleapis.com/3c/f5/15/eb2b8cd3f5e644/110119301-A0101-14-0001-1.png
WO-2024071221-A1,All-solid-state battery ,Tdk株式会社,"春菜 加藤, 長 鈴木, 昭信 野島, 雅人 栗原",2022-09-28,2023-09-27,2024-04-04,,https://patents.google.com/patent/WO2024071221A1/en,https://patentimages.storage.googleapis.com/3d/00/a0/723e7ac5a695c4/JPOXMLDOC01-appb-D000007.png
CN-110416600-B,Polymer electrolyte membrane and solid-state battery ,"上海汽车集团股份有限公司, 北京卫蓝新能源科技有限公司","朱冠楠, 黄杰, 张程, 孙亮, 李久铭, 洪晓恒, 冯奇, 李泓, 俞会根",2018-04-28,2018-04-28,2020-12-18,2020-12-18,https://patents.google.com/patent/CN110416600B/en,https://patentimages.storage.googleapis.com/96/91/e9/6aa42df243a0a6/HDA0001646598410000011.png
JP-7056807-B2,Molybdenum trioxide powder and its manufacturing method ,"Dic株式会社, Ｄｉｃ株式会社","裕延 沖, 佑介 狩野, 建軍 袁",2019-09-24,2020-09-24,2022-04-19,2022-04-19,https://patents.google.com/patent/JP7056807B2/en,https://patentimages.storage.googleapis.com/18/48/30/798f66be3ebd35/0007056807000002.png
CN-112421127-A,Method for improving rate capability of solid-state lithium battery ,成都新柯力化工科技有限公司,"廖健淞, 陈庆, 司文彬, 白涛",2020-11-27,2020-11-27,2021-02-26,,https://patents.google.com/patent/CN112421127A/en,https://patentimages.storage.googleapis.com/53/bd/f1/32e44aadb43c5c/201127144826.png
KR-100398468-B1,Sulfur positive electrode for lithium battery and it's fabrication method ,"임수근, 안효준","박철완, 류호석, 강근영, 권현성, 최대철, 한지성, 김창호, 신준호, 김형주, 김준홍, 안주현, 안효준, 김기원, 이재영, 허보영",2001-02-13,2001-02-13,2003-09-19,2003-09-19,https://patents.google.com/patent/KR100398468B1/en,
CN-109411744-A,A kind of method of magnesium doping preparation High-performance lithium manganate anode material ,云南民族大学,"向明武, 郭俊明, 于月, 刘晓芳, 白玮, 苏长伟",2018-10-31,2018-10-31,2019-03-01,,https://patents.google.com/patent/CN109411744A/en,
JP-H0242770-B2,Patent JPH0242770B2 ,,,1986-04-09,1986-04-09,1990-09-26,,https://patents.google.com/patent/JPH0242770B2/en,
CN-115667146-A,Method for producing lithium halide compound ,出光兴产株式会社,"井关勇介, 中川贵史, 岩井豊彦",2020-05-27,2021-05-20,2023-01-31,,https://patents.google.com/patent/CN115667146A/en,https://patentimages.storage.googleapis.com/e9/49/1e/08b22caf552b9f/HDA0003959002690000011.png
DE-112022000171-T5,"DOped SODIUM VANADIUM PHOSPHATE, PROCESS OF PRODUCTION AND ITS USE ","Guangdong Brunp Recycling Technology Co., Ltd., Hunan Brunp Ev Recycling Co., Ltd., Hunan Brunp Recycling Technology Co., Ltd.","Haijun YU, Yingsheng Zhong, Aixia LI, Yinghao Xie, Xuemei Zhang, Changdong LI",2021-10-29,2022-08-12,2023-07-27,,https://patents.google.com/patent/DE112022000171T5/en,https://patentimages.storage.googleapis.com/4f/51/52/cdf111eec4399d/DE112022000171T5_0001.png
KR-20240031034-A,"Negative electrode-solid electrolyte sub-assembly for all Solid secondary battery, all Solid secondary battery including the same, and preparing method thereof ",삼성전자주식회사,"김세원, 고동수, 김용수, 김주식, 윤갑인",2022-08-31,2023-07-28,2024-03-07,,https://patents.google.com/patent/KR20240031034A/en,
CN-116960311-A,Positive electrode material of sodium ion battery and synthesis method ,"万华化学(烟台)电池材料科技有限公司, 万华化学(四川)电池材料科技有限公司, 万华化学集团电池科技有限公司","安孝坤, 刘逸群, 张洁, 张儒超, 姜雨良",2023-09-11,2023-09-11,2023-10-27,,https://patents.google.com/patent/CN116960311A/en,
WO-2021199617-A1,Method for producing halide ,パナソニックＩｐマネジメント株式会社,"敬 久保, 和史 宮武, 勇祐 西尾, 章裕 酒井",2020-03-31,2021-01-25,2021-10-07,,https://patents.google.com/patent/WO2021199617A1/en,https://patentimages.storage.googleapis.com/99/e6/6f/130587a080ecac/JPOXMLDOC01-appb-D000003.png
KR-20210120186-A,Method for manufacturing solid electrolyte for all-solid lithium secondary battery ,목포대학교산학협력단,"유충열, 오세웅",2020-03-26,2020-03-26,2021-10-07,,https://patents.google.com/patent/KR20210120186A/en,https://patentimages.storage.googleapis.com/a5/9c/5a/237d5addb2a886/pat00001.png
CN-114583252-B,Preparation method and application of nonflammable composite-based solid electrolyte membrane ,广西科技大学,"梁兴华, 姜兴涛, 蓝凌霄, 黄东雪, 宁玉娟, 张宇, 伍澎贵",2022-02-24,2022-02-24,2023-09-15,2023-09-15,https://patents.google.com/patent/CN114583252B/en,
WO-2023210604-A1,"Method for producing a sulfide-based solid electrolyte, lithium halide-containing composition, and a lithium sulfide-containing composition ",Ａｇｃ株式会社,"良太 安藤, 秀悦 関",2022-04-27,2023-04-24,2023-11-02,,https://patents.google.com/patent/WO2023210604A1/en,https://patentimages.storage.googleapis.com/0f/07/7d/c3f69b1e7606a2/JPOXMLDOC01-appb-D000002.png
KR-100457093-B1,Fabrication of a polymer electrolyte for lithium/sulfur battery and room temperature lithium/sulfur battery containing the same with one flat voltage ,"대한민국 (경상대학교 총장), 강근영, 류호석","안효준, 강근영, 류호석, 권현성, 박철완, 류혜정, 신준호, 김형주, 임영택, 김종화, 정강국, 김준홍, 안주현, 김기원, 이재영",2002-05-06,2002-05-06,2004-11-12,2004-11-12,https://patents.google.com/patent/KR100457093B1/en,
JP-2014169219-A,METHOD FOR PRODUCING α-LITHIUM ALUMINATE ,"Nippon Chem Ind Co Ltd, 日本化学工業株式会社","Junya Fukazawa, 純也 深沢",2013-02-07,2014-01-28,2014-09-18,,https://patents.google.com/patent/JP2014169219A/en,
US-2015017490-A1,Planar alkali metal-beta battery ,"Material and Systems Research, Inc.","Gege Tao, Neill Weber, Anil V. Virkar",2013-07-09,2013-07-09,2015-01-15,,https://patents.google.com/patent/US20150017490A1/en,https://patentimages.storage.googleapis.com/62/cb/21/e125a40e31b393/US20150017490A1-20150115-D00000.png
KR-20230083218-A,Solid electrolyte and all-solid-state battery comprising same ,삼성전기주식회사,"김경록, 황영진",2021-12-02,2022-11-14,2023-06-09,,https://patents.google.com/patent/KR20230083218A/en,https://patentimages.storage.googleapis.com/e3/63/59/8593767cac9cf9/pat00001.png
WO-2023228959-A1,"Positive electrode active material for all-solid-state lithium-ion secondary battery, and method for producing same ",住友金属鉱山株式会社,"三香子 東間, 一英 林",2022-05-23,2023-05-23,2023-11-30,,https://patents.google.com/patent/WO2023228959A1/en,https://patentimages.storage.googleapis.com/8e/36/7f/d58ab46f9d7faf/JPOXMLDOC01-appb-D000002.png
CN-116666620-A,"High-voltage platform sodium ion battery positive electrode material, preparation method and application thereof ",苏州德加能源科技有限公司,"冒泽阳, 张国安",2022-10-11,2022-10-11,2023-08-29,,https://patents.google.com/patent/CN116666620A/en,
JP-2022162644-A,solid electrolyte ,"トヨタ自動車株式会社, Toyota Motor Corp","一人 井手, Kazuto Ide",2021-04-13,2021-04-13,2022-10-25,,https://patents.google.com/patent/JP2022162644A/en,https://patentimages.storage.googleapis.com/26/95/53/7cc22f55e24f43/2022162644000003.png
JP-2003292309-A,"Carbon composite of lithium/iron/phosphorus-based complex oxide, production method therefor, positive pole activating material for lithium secondary battery, and lithium secondary battery ","Nippon Chem Ind Co Ltd, 日本化学工業株式会社","Katsuyuki Negishi, 克幸 根岸, Nobuyuki Yamazaki, 信幸 山崎",2002-01-31,2002-12-27,2003-10-15,,https://patents.google.com/patent/JP2003292309A/en,
CN-110904374-B,Preparation method of sodium-doped molybdenum alloy material ,株洲硬质合金集团有限公司,"易小明, 吴建国, 张外平, 魏修宇, 宋立强, 刘伟",2019-12-17,2019-12-17,2021-08-10,2021-08-10,https://patents.google.com/patent/CN110904374B/en,https://patentimages.storage.googleapis.com/e4/e4/81/35854e136c47ef/HDA0002322167090000011.png
JP-7424261-B2,Negative electrode materials and solid-state batteries ,トヨタ自動車株式会社,万純 佐藤,2020-09-30,2020-09-30,2024-01-30,2024-01-30,https://patents.google.com/patent/JP7424261B2/en,https://patentimages.storage.googleapis.com/f0/3a/cc/b2de72e0fc41dd/0007424261000005.png
CN-107058761-A,Drop is except the method for nitride in lithium metal or lithium alloy ,天齐锂业股份有限公司,"曹乃珍, 徐川, 刘强, 高洁, 邹崴, 党春霞",2016-12-19,2016-12-19,2017-08-18,,https://patents.google.com/patent/CN107058761A/en,
CN-116779826-A,Positive electrode material and preparation method and application thereof ,宁波容百新能源科技股份有限公司,"黄涛, 陈宇, 张宇, 杨新各, 王学飞, 冯道言, 严旭丰, 刘瑞, 李琮熙, 刘相烈",2023-07-28,2023-07-28,2023-09-19,,https://patents.google.com/patent/CN116779826A/en,
CN-112490411-B,Method for protecting lithium metal negative electrode through in-situ film forming ,"哈尔滨工业大学, 中国电子科技集团公司第十八研究所","张耀辉, 何一涛, 丁飞, 刘兴江, 王志红, 吕喆, 黄喜强, 刘志国",2020-11-25,2020-11-25,2022-04-12,2022-04-12,https://patents.google.com/patent/CN112490411B/en,https://patentimages.storage.googleapis.com/06/7b/c7/4d161493bd1bf0/HDA0002799657230000011.png
CN-102556998-B,Preparation method of lithium iron phosphate material ,彩虹集团公司,刘石磊,2011-12-23,2011-12-23,2013-11-06,2013-11-06,https://patents.google.com/patent/CN102556998B/en,https://patentimages.storage.googleapis.com/a7/28/9e/fcf1aac01f67d7/HDA0000124345170000011.png
KR-20240073621-A,"Solid electrolyte, manufacturing method of the same and electrochemical cell comprising the same ",재단법인 포항산업과학연구원,"오광석, 권오민, 남상철",2022-11-18,2022-11-18,2024-05-27,,https://patents.google.com/patent/KR20240073621A/en,
